CEDULA,USUARIO,DEPARTAMENTO,MUNICIPIO,PUESTO,MESA,CODIGO_MESA,DIRECCION,CONTRASEÑA
2660010202001,testigo_2660010202001,QUINDIO,MONTENEGRO,COLEGIO INSTITUTO MONTENEGRO,COLEGIO INSTITUTO MONTENEGRO - Mesa 2,2660010202,,test123
2660010203001,testigo_2660010203001,QUINDIO,MONTENEGRO,COLEGIO INSTITUTO MONTENEGRO,COLEGIO INSTITUTO MONTENEGRO - Mesa 3,2660010203,,test123
2660020401001,testigo_2660020401001,QUINDIO,MONTENEGRO,COLEGIO JESUS MAESTRO,COLEGIO JESUS MAESTRO - Mesa 1,2660020401,,test123
2660010301001,testigo_2660010301001,QUINDIO,MONTENEGRO,ESC FRANCISCO JOSE DE CALDAS,ESC FRANCISCO JOSE DE CALDAS - Mesa 1,2660010301,,test123
2660010302001,testigo_2660010302001,QUINDIO,MONTENEGRO,ESC FRANCISCO JOSE DE CALDAS,ESC FRANCISCO JOSE DE CALDAS - Mesa 2,2660010302,,test123
2660020201001,testigo_2660020201001,QUINDIO,MONTENEGRO,ESC. LOS FUNDADORES,ESC. LOS FUNDADORES - Mesa 1,2660020201,,test123
2660020202001,testigo_2660020202001,QUINDIO,MONTENEGRO,ESC. LOS FUNDADORES,ESC. LOS FUNDADORES - Mesa 2,2660020202,,test123
2660010101001,testigo_2660010101001,QUINDIO,MONTENEGRO,ESC. RAFAEL URIBE,ESC. RAFAEL URIBE - Mesa 1,2660010101,,test123
2660010102001,testigo_2660010102001,QUINDIO,MONTENEGRO,ESC. RAFAEL URIBE,ESC. RAFAEL URIBE - Mesa 2,2660010102,,test123
2660992801001,testigo_2660992801001,QUINDIO,MONTENEGRO,ESCUELA EL CASTILLO,ESCUELA EL CASTILLO - Mesa 1,2660992801,,test123
2660020301001,testigo_2660020301001,QUINDIO,MONTENEGRO,ESCUELA GENERAL SANTANDER,ESCUELA GENERAL SANTANDER - Mesa 1,2660020301,,test123
2660010401001,testigo_2660010401001,QUINDIO,MONTENEGRO,INSTITUCION EDUCATIVA JESUS MARIA OBANDO,INSTITUCION EDUCATIVA JESUS MARIA OBANDO - Mesa 1,2660010401,,test123
2660993401001,testigo_2660993401001,QUINDIO,MONTENEGRO,PUEBLO TAPAO,PUEBLO TAPAO - Mesa 1,2660993401,,test123
2670991101001,testigo_2670991101001,QUINDIO,PIJAO,BARRAGAN,BARRAGAN - Mesa 1,2670991101,,test123
2670991301001,testigo_2670991301001,QUINDIO,PIJAO,LA MARIELA,LA MARIELA - Mesa 1,2670991301,,test123
2670995701001,testigo_2670995701001,QUINDIO,PIJAO,MAIZENA ALTA,MAIZENA ALTA - Mesa 1,2670995701,,test123
2670000001001,testigo_2670000001001,QUINDIO,PIJAO,PUESTO CABECERA MUNICIPAL,PUESTO CABECERA MUNICIPAL - Mesa 1,2670000001,,test123
2670000002001,testigo_2670000002001,QUINDIO,PIJAO,PUESTO CABECERA MUNICIPAL,PUESTO CABECERA MUNICIPAL - Mesa 2,2670000002,,test123
2680992901001,testigo_2680992901001,QUINDIO,QUIMBAYA,EL JAZMIN,EL JAZMIN - Mesa 1,2680992901,,test123
2680010201001,testigo_2680010201001,QUINDIO,QUIMBAYA,I.E. DE MERCADOTECNIA MARIA INMACULADA,I.E. DE MERCADOTECNIA MARIA INMACULADA - Mesa 1,2680010201,,test123
2680010202001,testigo_2680010202001,QUINDIO,QUIMBAYA,I.E. DE MERCADOTECNIA MARIA INMACULADA,I.E. DE MERCADOTECNIA MARIA INMACULADA - Mesa 2,2680010202,,test123
2680020301001,testigo_2680020301001,QUINDIO,QUIMBAYA,I.E. SAGRADO CORAZON DE JESUS,I.E. SAGRADO CORAZON DE JESUS - Mesa 1,2680020301,,test123
2680997201001,testigo_2680997201001,QUINDIO,QUIMBAYA,IE RAMON MESSA LONDOÑO,IE RAMON MESSA LONDOÑO - Mesa 1,2680997201,,test123
2680010101001,testigo_2680010101001,QUINDIO,QUIMBAYA,INST. EDU.  POLICARPA SALAVARRIETA,INST. EDU.  POLICARPA SALAVARRIETA - Mesa 1,2680010101,,test123
2680010102001,testigo_2680010102001,QUINDIO,QUIMBAYA,INST. EDU.  POLICARPA SALAVARRIETA,INST. EDU.  POLICARPA SALAVARRIETA - Mesa 2,2680010102,,test123
2680010401001,testigo_2680010401001,QUINDIO,QUIMBAYA,INSTITUCION EDUCATIVA  ESPIRITU SANTO,INSTITUCION EDUCATIVA  ESPIRITU SANTO - Mesa 1,2680010401,,test123
2680993201001,testigo_2680993201001,QUINDIO,QUIMBAYA,INSTITUCION EDUCATIVA  NARANJAL,INSTITUCION EDUCATIVA  NARANJAL - Mesa 1,2680993201,,test123
2680010501001,testigo_2680010501001,QUINDIO,QUIMBAYA,INSTITUCION EDUCATIVA ANTONIA SANTOS,INSTITUCION EDUCATIVA ANTONIA SANTOS - Mesa 1,2680010501,,test123
2680020101001,testigo_2680020101001,QUINDIO,QUIMBAYA,INSTITUCION EDUCATIVA ANTONIO RICAURTE,INSTITUCION EDUCATIVA ANTONIO RICAURTE - Mesa 1,2680020101,,test123
2680900101001,testigo_2680900101001,QUINDIO,QUIMBAYA,INSTITUCION EDUCATIVA INSTITUTO QUIMBAYA,INSTITUCION EDUCATIVA INSTITUTO QUIMBAYA - Mesa 1,2680900101,,test123
2680900102001,testigo_2680900102001,QUINDIO,QUIMBAYA,INSTITUCION EDUCATIVA INSTITUTO QUIMBAYA,INSTITUCION EDUCATIVA INSTITUTO QUIMBAYA - Mesa 2,2680900102,,test123
2680993001001,testigo_2680993001001,QUINDIO,QUIMBAYA,INSTITUCION EDUCATIVA RURAL EL LAUREL,INSTITUCION EDUCATIVA RURAL EL LAUREL - Mesa 1,2680993001,,test123
2680010301001,testigo_2680010301001,QUINDIO,QUIMBAYA,INSTITUCION EDUCATIVA SADEQUI,INSTITUCION EDUCATIVA SADEQUI - Mesa 1,2680010301,,test123
2680020201001,testigo_2680020201001,QUINDIO,QUIMBAYA,INSTITUCION EDUCATIVA SIMON BOLIVAR,INSTITUCION EDUCATIVA SIMON BOLIVAR - Mesa 1,2680020201,,test123
2680020202001,testigo_2680020202001,QUINDIO,QUIMBAYA,INSTITUCION EDUCATIVA SIMON BOLIVAR,INSTITUCION EDUCATIVA SIMON BOLIVAR - Mesa 2,2680020202,,test123
2680995301001,testigo_2680995301001,QUINDIO,QUIMBAYA,LA MESA BAJA,LA MESA BAJA - Mesa 1,2680995301,,test123
2680997301001,testigo_2680997301001,QUINDIO,QUIMBAYA,PUERTO ALEJANDRIA,PUERTO ALEJANDRIA - Mesa 1,2680997301,,test123
2690991101001,testigo_2690991101001,QUINDIO,SALENTO,BOQUIA,BOQUIA - Mesa 1,2690991101,,test123
2690991401001,testigo_2690991401001,QUINDIO,SALENTO,CANAAN,CANAAN - Mesa 1,2690991401,,test123
2690992001001,testigo_2690992001001,QUINDIO,SALENTO,COCORA (PALESTINA),COCORA (PALESTINA) - Mesa 1,2690992001,,test123
2690995401001,testigo_2690995401001,QUINDIO,SALENTO,LA NUBIA,LA NUBIA - Mesa 1,2690995401,,test123
2690000001001,testigo_2690000001001,QUINDIO,SALENTO,PUESTO CABECERA MUNICIPAL,PUESTO CABECERA MUNICIPAL - Mesa 1,2690000001,,test123
2690000002001,testigo_2690000002001,QUINDIO,SALENTO,PUESTO CABECERA MUNICIPAL,PUESTO CABECERA MUNICIPAL - Mesa 2,2690000002,,test123
