ID,Nombre,Cédula,Rol,Contraseña,Departamento,Municipio,Zona,Puesto,Mesa,Ubicación Completa,Activo,Presencia Verificada,Último Acceso
125,QUIMBAYA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 01,INST. EDU.  POLICARPA SALAVARRIETA,,QUINDIO - QUIMBAYA - Zona 01 - INST. EDU.  POLICARPA SALAVARRIETA,Sí,No,Nunca
130,QUIMBAYA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 02,INSTITUCION EDUCATIVA ANTONIO RICAURTE,,QUINDIO - QUIMBAYA - Zona 02 - INSTITUCION EDUCATIVA ANTONIO RICAURTE,Sí,No,Nunca
133,QUIMBAYA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 90,INSTITUCION EDUCATIVA INSTITUTO QUIMBAYA,,QUINDIO - QUIMBAYA - Zona 90 - INSTITUCION EDUCATIVA INSTITUTO QUIMBAYA,Sí,No,Nunca
126,QUIMBAYA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 01,I.E. DE MERCADOTECNIA MARIA INMACULADA,,QUINDIO - QUIMBAYA - Zona 01 - I.E. DE MERCADOTECNIA MARIA INMACULADA,Sí,No,Nunca
131,QUIMBAYA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 02,INSTITUCION EDUCATIVA SIMON BOLIVAR,,QUINDIO - QUIMBAYA - Zona 02 - INSTITUCION EDUCATIVA SIMON BOLIVAR,Sí,No,Nunca
127,QUIMBAYA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 01,INSTITUCION EDUCATIVA SADEQUI,,QUINDIO - QUIMBAYA - Zona 01 - INSTITUCION EDUCATIVA SADEQUI,Sí,No,Nunca
132,QUIMBAYA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 02,I.E. SAGRADO CORAZON DE JESUS,,QUINDIO - QUIMBAYA - Zona 02 - I.E. SAGRADO CORAZON DE JESUS,Sí,No,Nunca
128,QUIMBAYA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 01,INSTITUCION EDUCATIVA  ESPIRITU SANTO,,QUINDIO - QUIMBAYA - Zona 01 - INSTITUCION EDUCATIVA  ESPIRITU SANTO,Sí,No,Nunca
129,QUIMBAYA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 01,INSTITUCION EDUCATIVA ANTONIA SANTOS,,QUINDIO - QUIMBAYA - Zona 01 - INSTITUCION EDUCATIVA ANTONIA SANTOS,Sí,No,Nunca
134,QUIMBAYA_P29,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 99,EL JAZMIN,,QUINDIO - QUIMBAYA - Zona 99 - EL JAZMIN,Sí,No,Nunca
135,QUIMBAYA_P30,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 99,INSTITUCION EDUCATIVA RURAL EL LAUREL,,QUINDIO - QUIMBAYA - Zona 99 - INSTITUCION EDUCATIVA RURAL EL LAUREL,Sí,No,Nunca
136,QUIMBAYA_P32,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 99,INSTITUCION EDUCATIVA  NARANJAL,,QUINDIO - QUIMBAYA - Zona 99 - INSTITUCION EDUCATIVA  NARANJAL,Sí,No,Nunca
137,QUIMBAYA_P53,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 99,LA MESA BAJA,,QUINDIO - QUIMBAYA - Zona 99 - LA MESA BAJA,Sí,No,Nunca
138,QUIMBAYA_P72,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 99,IE RAMON MESSA LONDOÑO,,QUINDIO - QUIMBAYA - Zona 99 - IE RAMON MESSA LONDOÑO,Sí,No,Nunca
139,QUIMBAYA_P73,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 99,PUERTO ALEJANDRIA,,QUINDIO - QUIMBAYA - Zona 99 - PUERTO ALEJANDRIA,Sí,No,Nunca
140,SALENTO_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,SALENTO,Zona 00,PUESTO CABECERA MUNICIPAL,,QUINDIO - SALENTO - Zona 00 - PUESTO CABECERA MUNICIPAL,Sí,No,Nunca
141,SALENTO_P11,Sin cédula,coordinador_puesto,test123,QUINDIO,SALENTO,Zona 99,BOQUIA,,QUINDIO - SALENTO - Zona 99 - BOQUIA,Sí,No,Nunca
142,SALENTO_P14,Sin cédula,coordinador_puesto,test123,QUINDIO,SALENTO,Zona 99,CANAAN,,QUINDIO - SALENTO - Zona 99 - CANAAN,Sí,No,Nunca
143,SALENTO_P20,Sin cédula,coordinador_puesto,test123,QUINDIO,SALENTO,Zona 99,COCORA (PALESTINA),,QUINDIO - SALENTO - Zona 99 - COCORA (PALESTINA),Sí,No,Nunca
144,SALENTO_P54,Sin cédula,coordinador_puesto,test123,QUINDIO,SALENTO,Zona 99,LA NUBIA,,QUINDIO - SALENTO - Zona 99 - LA NUBIA,Sí,No,Nunca
1,Super Admin,Sin cédula,super_admin,admin123,Sin ubicación,Sin ubicación,Sin ubicación,Sin ubicación,Sin ubicación,Sin ubicación,Sí,No,Nunca
145,testigo_2601010101001,2601010101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 01,IE TERESITA MONTES SD LUIS C. GALAN S.,IE TERESITA MONTES SD LUIS C. GALAN S. - Mesa 1,QUINDIO - ARMENIA - Zona 01 - IE TERESITA MONTES SD LUIS C. GALAN S. - Mesa 01,Sí,No,Nunca
146,testigo_2601010102001,2601010102001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 01,IE TERESITA MONTES SD LUIS C. GALAN S.,IE TERESITA MONTES SD LUIS C. GALAN S. - Mesa 2,QUINDIO - ARMENIA - Zona 01 - IE TERESITA MONTES SD LUIS C. GALAN S. - Mesa 02,Sí,No,Nunca
147,testigo_2601010201001,2601010201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 01,IE LAURA VICUÑA,IE LAURA VICUÑA - Mesa 1,QUINDIO - ARMENIA - Zona 01 - IE LAURA VICUÑA - Mesa 01,Sí,No,Nunca
148,testigo_2601010202001,2601010202001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 01,IE LAURA VICUÑA,IE LAURA VICUÑA - Mesa 2,QUINDIO - ARMENIA - Zona 01 - IE LAURA VICUÑA - Mesa 02,Sí,No,Nunca
149,testigo_2601010203001,2601010203001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 01,IE LAURA VICUÑA,IE LAURA VICUÑA - Mesa 3,QUINDIO - ARMENIA - Zona 01 - IE LAURA VICUÑA - Mesa 03,Sí,No,Nunca
150,testigo_2601010301001,2601010301001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 01,IE INSTITUTO TECNICO INDUSTRIAL,IE INSTITUTO TECNICO INDUSTRIAL - Mesa 1,QUINDIO - ARMENIA - Zona 01 - IE INSTITUTO TECNICO INDUSTRIAL - Mesa 01,Sí,No,Nunca
151,testigo_2601010401001,2601010401001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 01,IE SIMON RODRIGUEZ,IE SIMON RODRIGUEZ - Mesa 1,QUINDIO - ARMENIA - Zona 01 - IE SIMON RODRIGUEZ - Mesa 01,Sí,No,Nunca
152,testigo_2601010501001,2601010501001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 01,IE TERESITA MONTES SD PRINCIPAL,IE TERESITA MONTES SD PRINCIPAL - Mesa 1,QUINDIO - ARMENIA - Zona 01 - IE TERESITA MONTES SD PRINCIPAL - Mesa 01,Sí,No,Nunca
153,testigo_2601010502001,2601010502001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 01,IE TERESITA MONTES SD PRINCIPAL,IE TERESITA MONTES SD PRINCIPAL - Mesa 2,QUINDIO - ARMENIA - Zona 01 - IE TERESITA MONTES SD PRINCIPAL - Mesa 02,Sí,No,Nunca
154,testigo_2601020101001,2601020101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 02,IE RUFINO SUR SEDE MADRE MARCE,IE RUFINO SUR SEDE MADRE MARCE - Mesa 1,QUINDIO - ARMENIA - Zona 02 - IE RUFINO SUR SEDE MADRE MARCE - Mesa 01,Sí,No,Nunca
155,testigo_2601020102001,2601020102001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 02,IE RUFINO SUR SEDE MADRE MARCE,IE RUFINO SUR SEDE MADRE MARCE - Mesa 2,QUINDIO - ARMENIA - Zona 02 - IE RUFINO SUR SEDE MADRE MARCE - Mesa 02,Sí,No,Nunca
156,testigo_2601020103001,2601020103001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 02,IE RUFINO SUR SEDE MADRE MARCE,IE RUFINO SUR SEDE MADRE MARCE - Mesa 3,QUINDIO - ARMENIA - Zona 02 - IE RUFINO SUR SEDE MADRE MARCE - Mesa 03,Sí,No,Nunca
157,testigo_2601020201001,2601020201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 02,I.E. ROSANA LONDOÑO,I.E. ROSANA LONDOÑO - Mesa 1,QUINDIO - ARMENIA - Zona 02 - I.E. ROSANA LONDOÑO - Mesa 01,Sí,No,Nunca
158,testigo_2601020202001,2601020202001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 02,I.E. ROSANA LONDOÑO,I.E. ROSANA LONDOÑO - Mesa 2,QUINDIO - ARMENIA - Zona 02 - I.E. ROSANA LONDOÑO - Mesa 02,Sí,No,Nunca
159,testigo_2601020301001,2601020301001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 02,IE MARCELINO CHAMPAGNAT,IE MARCELINO CHAMPAGNAT - Mesa 1,QUINDIO - ARMENIA - Zona 02 - IE MARCELINO CHAMPAGNAT - Mesa 01,Sí,No,Nunca
160,testigo_2601020302001,2601020302001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 02,IE MARCELINO CHAMPAGNAT,IE MARCELINO CHAMPAGNAT - Mesa 2,QUINDIO - ARMENIA - Zona 02 - IE MARCELINO CHAMPAGNAT - Mesa 02,Sí,No,Nunca
161,testigo_2601020401001,2601020401001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 02,IE RUFINO JOSE CUERVO SUR,IE RUFINO JOSE CUERVO SUR - Mesa 1,QUINDIO - ARMENIA - Zona 02 - IE RUFINO JOSE CUERVO SUR - Mesa 01,Sí,No,Nunca
162,testigo_2601030101001,2601030101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 03,IE ZULDEMAYDA,IE ZULDEMAYDA - Mesa 1,QUINDIO - ARMENIA - Zona 03 - IE ZULDEMAYDA - Mesa 01,Sí,No,Nunca
163,testigo_2601030102001,2601030102001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 03,IE ZULDEMAYDA,IE ZULDEMAYDA - Mesa 2,QUINDIO - ARMENIA - Zona 03 - IE ZULDEMAYDA - Mesa 02,Sí,No,Nunca
164,testigo_2601030201001,2601030201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 03,IE LOS QUINDOS,IE LOS QUINDOS - Mesa 1,QUINDIO - ARMENIA - Zona 03 - IE LOS QUINDOS - Mesa 01,Sí,No,Nunca
165,testigo_2601030202001,2601030202001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 03,IE LOS QUINDOS,IE LOS QUINDOS - Mesa 2,QUINDIO - ARMENIA - Zona 03 - IE LOS QUINDOS - Mesa 02,Sí,No,Nunca
166,testigo_2601030301001,2601030301001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 03,IE CIUDADELA DEL SUR,IE CIUDADELA DEL SUR - Mesa 1,QUINDIO - ARMENIA - Zona 03 - IE CIUDADELA DEL SUR - Mesa 01,Sí,No,Nunca
167,testigo_2601030302001,2601030302001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 03,IE CIUDADELA DEL SUR,IE CIUDADELA DEL SUR - Mesa 2,QUINDIO - ARMENIA - Zona 03 - IE CIUDADELA DEL SUR - Mesa 02,Sí,No,Nunca
168,testigo_2601030303001,2601030303001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 03,IE CIUDADELA DEL SUR,IE CIUDADELA DEL SUR - Mesa 3,QUINDIO - ARMENIA - Zona 03 - IE CIUDADELA DEL SUR - Mesa 03,Sí,No,Nunca
169,testigo_2601030401001,2601030401001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 03,IE JUAN XXIII,IE JUAN XXIII - Mesa 1,QUINDIO - ARMENIA - Zona 03 - IE JUAN XXIII - Mesa 01,Sí,No,Nunca
170,testigo_2601030402001,2601030402001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 03,IE JUAN XXIII,IE JUAN XXIII - Mesa 2,QUINDIO - ARMENIA - Zona 03 - IE JUAN XXIII - Mesa 02,Sí,No,Nunca
171,testigo_2601030501001,2601030501001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 03,IE POLICARPA SALAVARRIETA,IE POLICARPA SALAVARRIETA - Mesa 1,QUINDIO - ARMENIA - Zona 03 - IE POLICARPA SALAVARRIETA - Mesa 01,Sí,No,Nunca
172,testigo_2601040101001,2601040101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 04,IE NUESTRA SEÑORA DE BELEN,IE NUESTRA SEÑORA DE BELEN - Mesa 1,QUINDIO - ARMENIA - Zona 04 - IE NUESTRA SEÑORA DE BELEN - Mesa 01,Sí,No,Nunca
173,testigo_2601040102001,2601040102001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 04,IE NUESTRA SEÑORA DE BELEN,IE NUESTRA SEÑORA DE BELEN - Mesa 2,QUINDIO - ARMENIA - Zona 04 - IE NUESTRA SEÑORA DE BELEN - Mesa 02,Sí,No,Nunca
174,testigo_2601040201001,2601040201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 04,IE LA ADIELA SEDE LA CECILIA,IE LA ADIELA SEDE LA CECILIA - Mesa 1,QUINDIO - ARMENIA - Zona 04 - IE LA ADIELA SEDE LA CECILIA - Mesa 01,Sí,No,Nunca
175,testigo_2601040202001,2601040202001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 04,IE LA ADIELA SEDE LA CECILIA,IE LA ADIELA SEDE LA CECILIA - Mesa 2,QUINDIO - ARMENIA - Zona 04 - IE LA ADIELA SEDE LA CECILIA - Mesa 02,Sí,No,Nunca
176,testigo_2601040203001,2601040203001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 04,IE LA ADIELA SEDE LA CECILIA,IE LA ADIELA SEDE LA CECILIA - Mesa 3,QUINDIO - ARMENIA - Zona 04 - IE LA ADIELA SEDE LA CECILIA - Mesa 03,Sí,No,Nunca
177,testigo_2601040301001,2601040301001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 04,IE LAS COLINAS,IE LAS COLINAS - Mesa 1,QUINDIO - ARMENIA - Zona 04 - IE LAS COLINAS - Mesa 01,Sí,No,Nunca
178,testigo_2601050101001,2601050101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 05,IE JESUS MARIA OCAMPO,IE JESUS MARIA OCAMPO - Mesa 1,QUINDIO - ARMENIA - Zona 05 - IE JESUS MARIA OCAMPO - Mesa 01,Sí,No,Nunca
179,testigo_2601050102001,2601050102001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 05,IE JESUS MARIA OCAMPO,IE JESUS MARIA OCAMPO - Mesa 2,QUINDIO - ARMENIA - Zona 05 - IE JESUS MARIA OCAMPO - Mesa 02,Sí,No,Nunca
180,testigo_2601050201001,2601050201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 05,IE CIUDAD DORADA,IE CIUDAD DORADA - Mesa 1,QUINDIO - ARMENIA - Zona 05 - IE CIUDAD DORADA - Mesa 01,Sí,No,Nunca
181,testigo_2601050202001,2601050202001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 05,IE CIUDAD DORADA,IE CIUDAD DORADA - Mesa 2,QUINDIO - ARMENIA - Zona 05 - IE CIUDAD DORADA - Mesa 02,Sí,No,Nunca
182,testigo_2601050301001,2601050301001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 05,IE CAMILO TORRES,IE CAMILO TORRES - Mesa 1,QUINDIO - ARMENIA - Zona 05 - IE CAMILO TORRES - Mesa 01,Sí,No,Nunca
183,testigo_2601050302001,2601050302001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 05,IE CAMILO TORRES,IE CAMILO TORRES - Mesa 2,QUINDIO - ARMENIA - Zona 05 - IE CAMILO TORRES - Mesa 02,Sí,No,Nunca
184,testigo_2601050401001,2601050401001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 05,IE LUIS BERNAL GIRALDO,IE LUIS BERNAL GIRALDO - Mesa 1,QUINDIO - ARMENIA - Zona 05 - IE LUIS BERNAL GIRALDO - Mesa 01,Sí,No,Nunca
185,testigo_2601060101001,2601060101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 06,IE RUFINO CUERVO CENT SEDE ANT,IE RUFINO CUERVO CENT SEDE ANT - Mesa 1,QUINDIO - ARMENIA - Zona 06 - IE RUFINO CUERVO CENT SEDE ANT - Mesa 01,Sí,No,Nunca
186,testigo_2601060201001,2601060201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 06,IE CAMARA JUNIOR,IE CAMARA JUNIOR - Mesa 1,QUINDIO - ARMENIA - Zona 06 - IE CAMARA JUNIOR - Mesa 01,Sí,No,Nunca
187,testigo_2601060202001,2601060202001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 06,IE CAMARA JUNIOR,IE CAMARA JUNIOR - Mesa 2,QUINDIO - ARMENIA - Zona 06 - IE CAMARA JUNIOR - Mesa 02,Sí,No,Nunca
188,testigo_2601060301001,2601060301001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 06,IE GUSTAVO MATAMOROS D. COSTA,IE GUSTAVO MATAMOROS D. COSTA - Mesa 1,QUINDIO - ARMENIA - Zona 06 - IE GUSTAVO MATAMOROS D. COSTA - Mesa 01,Sí,No,Nunca
189,testigo_2601060302001,2601060302001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 06,IE GUSTAVO MATAMOROS D. COSTA,IE GUSTAVO MATAMOROS D. COSTA - Mesa 2,QUINDIO - ARMENIA - Zona 06 - IE GUSTAVO MATAMOROS D. COSTA - Mesa 02,Sí,No,Nunca
190,testigo_2601060303001,2601060303001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 06,IE GUSTAVO MATAMOROS D. COSTA,IE GUSTAVO MATAMOROS D. COSTA - Mesa 3,QUINDIO - ARMENIA - Zona 06 - IE GUSTAVO MATAMOROS D. COSTA - Mesa 03,Sí,No,Nunca
191,testigo_2601060401001,2601060401001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 06,IE CAMARA JUNIOR SEDE LA PAVON,IE CAMARA JUNIOR SEDE LA PAVON - Mesa 1,QUINDIO - ARMENIA - Zona 06 - IE CAMARA JUNIOR SEDE LA PAVON - Mesa 01,Sí,No,Nunca
192,testigo_2601070101001,2601070101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 07,IE RUFINO JOSE CUERVO CENTRO,IE RUFINO JOSE CUERVO CENTRO - Mesa 1,QUINDIO - ARMENIA - Zona 07 - IE RUFINO JOSE CUERVO CENTRO - Mesa 01,Sí,No,Nunca
193,testigo_2601070102001,2601070102001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 07,IE RUFINO JOSE CUERVO CENTRO,IE RUFINO JOSE CUERVO CENTRO - Mesa 2,QUINDIO - ARMENIA - Zona 07 - IE RUFINO JOSE CUERVO CENTRO - Mesa 02,Sí,No,Nunca
194,testigo_2601070103001,2601070103001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 07,IE RUFINO JOSE CUERVO CENTRO,IE RUFINO JOSE CUERVO CENTRO - Mesa 3,QUINDIO - ARMENIA - Zona 07 - IE RUFINO JOSE CUERVO CENTRO - Mesa 03,Sí,No,Nunca
195,testigo_2601070201001,2601070201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 07,IE ESCUELA NORMAL SUPERIOR,IE ESCUELA NORMAL SUPERIOR - Mesa 1,QUINDIO - ARMENIA - Zona 07 - IE ESCUELA NORMAL SUPERIOR - Mesa 01,Sí,No,Nunca
196,testigo_2601070202001,2601070202001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 07,IE ESCUELA NORMAL SUPERIOR,IE ESCUELA NORMAL SUPERIOR - Mesa 2,QUINDIO - ARMENIA - Zona 07 - IE ESCUELA NORMAL SUPERIOR - Mesa 02,Sí,No,Nunca
197,testigo_2601070301001,2601070301001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 07,IE CIUDADELA DE OCCIDENTE,IE CIUDADELA DE OCCIDENTE - Mesa 1,QUINDIO - ARMENIA - Zona 07 - IE CIUDADELA DE OCCIDENTE - Mesa 01,Sí,No,Nunca
198,testigo_2601070302001,2601070302001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 07,IE CIUDADELA DE OCCIDENTE,IE CIUDADELA DE OCCIDENTE - Mesa 2,QUINDIO - ARMENIA - Zona 07 - IE CIUDADELA DE OCCIDENTE - Mesa 02,Sí,No,Nunca
199,testigo_2601070401001,2601070401001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 07,IE CIUDADELA DE OCCIDENTE SD LA PATRIA,IE CIUDADELA DE OCCIDENTE SD LA PATRIA - Mesa 1,QUINDIO - ARMENIA - Zona 07 - IE CIUDADELA DE OCCIDENTE SD LA PATRIA - Mesa 01,Sí,No,Nunca
200,testigo_2601070402001,2601070402001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 07,IE CIUDADELA DE OCCIDENTE SD LA PATRIA,IE CIUDADELA DE OCCIDENTE SD LA PATRIA - Mesa 2,QUINDIO - ARMENIA - Zona 07 - IE CIUDADELA DE OCCIDENTE SD LA PATRIA - Mesa 02,Sí,No,Nunca
201,testigo_2601080101001,2601080101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 08,IE CIUDAD ARMENIA,IE CIUDAD ARMENIA - Mesa 1,QUINDIO - ARMENIA - Zona 08 - IE CIUDAD ARMENIA - Mesa 01,Sí,No,Nunca
202,testigo_2601080102001,2601080102001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 08,IE CIUDAD ARMENIA,IE CIUDAD ARMENIA - Mesa 2,QUINDIO - ARMENIA - Zona 08 - IE CIUDAD ARMENIA - Mesa 02,Sí,No,Nunca
203,testigo_2601080201001,2601080201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 08,CENTRO ADMINISTRATIVO MUNICIPAL,CENTRO ADMINISTRATIVO MUNICIPAL - Mesa 1,QUINDIO - ARMENIA - Zona 08 - CENTRO ADMINISTRATIVO MUNICIPAL - Mesa 01,Sí,No,Nunca
204,testigo_2601080202001,2601080202001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 08,CENTRO ADMINISTRATIVO MUNICIPAL,CENTRO ADMINISTRATIVO MUNICIPAL - Mesa 2,QUINDIO - ARMENIA - Zona 08 - CENTRO ADMINISTRATIVO MUNICIPAL - Mesa 02,Sí,No,Nunca
205,testigo_2601080203001,2601080203001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 08,CENTRO ADMINISTRATIVO MUNICIPAL,CENTRO ADMINISTRATIVO MUNICIPAL - Mesa 3,QUINDIO - ARMENIA - Zona 08 - CENTRO ADMINISTRATIVO MUNICIPAL - Mesa 03,Sí,No,Nunca
206,testigo_2601080204001,2601080204001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 08,CENTRO ADMINISTRATIVO MUNICIPAL,CENTRO ADMINISTRATIVO MUNICIPAL - Mesa 4,QUINDIO - ARMENIA - Zona 08 - CENTRO ADMINISTRATIVO MUNICIPAL - Mesa 04,Sí,No,Nunca
207,testigo_2601080301001,2601080301001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 08,COL SAGRADO CORAZON DE JESUS B,COL SAGRADO CORAZON DE JESUS B - Mesa 1,QUINDIO - ARMENIA - Zona 08 - COL SAGRADO CORAZON DE JESUS B - Mesa 01,Sí,No,Nunca
208,testigo_2601080302001,2601080302001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 08,COL SAGRADO CORAZON DE JESUS B,COL SAGRADO CORAZON DE JESUS B - Mesa 2,QUINDIO - ARMENIA - Zona 08 - COL SAGRADO CORAZON DE JESUS B - Mesa 02,Sí,No,Nunca
209,testigo_2601080401001,2601080401001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 08,ESC. SUP. DE ADMINISTRACION PUBLICA ESAP,ESC. SUP. DE ADMINISTRACION PUBLICA ESAP - Mesa 1,QUINDIO - ARMENIA - Zona 08 - ESC. SUP. DE ADMINISTRACION PUBLICA ESAP - Mesa 01,Sí,No,Nunca
210,testigo_2601090101001,2601090101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,IE CRISTOBAL COLON,IE CRISTOBAL COLON - Mesa 1,QUINDIO - ARMENIA - Zona 09 - IE CRISTOBAL COLON - Mesa 01,Sí,No,Nunca
211,testigo_2601090102001,2601090102001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,IE CRISTOBAL COLON,IE CRISTOBAL COLON - Mesa 2,QUINDIO - ARMENIA - Zona 09 - IE CRISTOBAL COLON - Mesa 02,Sí,No,Nunca
212,testigo_2601090201001,2601090201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,IE GRAN COLOMBIA,IE GRAN COLOMBIA - Mesa 1,QUINDIO - ARMENIA - Zona 09 - IE GRAN COLOMBIA - Mesa 01,Sí,No,Nunca
213,testigo_2601090202001,2601090202001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,IE GRAN COLOMBIA,IE GRAN COLOMBIA - Mesa 2,QUINDIO - ARMENIA - Zona 09 - IE GRAN COLOMBIA - Mesa 02,Sí,No,Nunca
214,testigo_2601090301001,2601090301001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,COLISEO DEL CAFE,COLISEO DEL CAFE - Mesa 1,QUINDIO - ARMENIA - Zona 09 - COLISEO DEL CAFE - Mesa 01,Sí,No,Nunca
215,testigo_2601090302001,2601090302001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,COLISEO DEL CAFE,COLISEO DEL CAFE - Mesa 2,QUINDIO - ARMENIA - Zona 09 - COLISEO DEL CAFE - Mesa 02,Sí,No,Nunca
216,testigo_2601090303001,2601090303001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,COLISEO DEL CAFE,COLISEO DEL CAFE - Mesa 3,QUINDIO - ARMENIA - Zona 09 - COLISEO DEL CAFE - Mesa 03,Sí,No,Nunca
217,testigo_2601090401001,2601090401001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,IE INEM JOSE CELESTINO MUTIS,IE INEM JOSE CELESTINO MUTIS - Mesa 1,QUINDIO - ARMENIA - Zona 09 - IE INEM JOSE CELESTINO MUTIS - Mesa 01,Sí,No,Nunca
218,testigo_2601090402001,2601090402001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,IE INEM JOSE CELESTINO MUTIS,IE INEM JOSE CELESTINO MUTIS - Mesa 2,QUINDIO - ARMENIA - Zona 09 - IE INEM JOSE CELESTINO MUTIS - Mesa 02,Sí,No,Nunca
